extension,size_percentage,total
o54239,7.494574235162553e-11,500
e54240,0.0,0
o54240,7.1048563749341e-11,474
e54241,0.0,0
o54241,7.494574235162553e-11,500
e54488,0.0,0
o54488,7.494574235162553e-11,500
e54489,0.0,0
o54489,7.494574235162553e-11,500
e54490,0.0,0
o54490,7.494574235162553e-11,500
e54766,0.0,0
o54766,7.1048563749341e-11,474
e54747,0.0,0
o54747,7.494574235162553e-11,500
e54748,0.0,0
o54748,7.494574235162553e-11,500
e54491,0.0,0
o54491,7.1048563749341e-11,474
e54492,0.0,0
o54492,7.1048563749341e-11,474
e54493,0.0,0
o54493,7.494574235162553e-11,500
e54494,0.0,0
o54494,7.494574235162553e-11,500
e60888,0.0,0
o60888,6.238483593349309e-10,4162
e60889,2.1944113360555956e-10,1464
o60889,5.932704964554677e-10,3958
e60890,0.0,0
o60890,6.211503126102723e-10,4144
e60891,0.0,0
o60891,6.103581257116383e-10,4072
e60892,0.0,0
o60892,6.076600789869798e-10,4054
e60893,2.1944113360555956e-10,1464
o60893,6.103581257116383e-10,4072
e60894,0.0,0
o60894,6.490301287650771e-10,4330
e60895,2.1944113360555956e-10,1464
o60895,6.238483593349309e-10,4162
e60896,0.0,0
o60896,5.959685431801262e-10,3976
e60897,2.1944113360555956e-10,1464
o60897,7.494574235162553e-11,500
e61412,2.1944113360555956e-10,1464
o61412,5.746839523522645e-10,3834
e61413,0.0,0
o61413,5.746839523522645e-10,3834
e61414,0.0,0
o61414,6.025637685070693e-10,4020
e61415,2.1944113360555956e-10,1464
o61415,5.608939357595655e-10,3742
e61416,0.0,0
o61416,5.608939357595655e-10,3742
e61417,0.0,0
o61417,5.608939357595655e-10,3742
e61418,0.0,0
o61418,5.608939357595655e-10,3742
e62100,0.0,0
o62100,7.494574235162553e-11,500
e62101,0.0,0
o62101,7.494574235162553e-11,500
e61419,0.0,0
o61419,5.602943698207524e-10,3738
e61420,2.1944113360555956e-10,1464
o61420,5.746839523522645e-10,3834
e61421,0.0,0
o61421,5.746839523522645e-10,3834
e60898,0.0,0
o60898,7.494574235162553e-11,500
e60899,0.0,0
o60899,7.494574235162553e-11,500
e60900,0.0,0
o60900,7.494574235162553e-11,500
e60901,0.0,0
o60901,7.494574235162553e-11,500
e60902,0.0,0
o60902,7.494574235162553e-11,500
e60903,2.1944113360555956e-10,1464
o60903,7.494574235162553e-11,500
e60904,2.1944113360555956e-10,1464
o60904,7.494574235162553e-11,500
e60905,0.0,0
o60905,7.494574235162553e-11,500
e60906,2.1944113360555956e-10,1464
o60906,7.494574235162553e-11,500
e60907,0.0,0
o60907,7.494574235162553e-11,500
e61422,2.1944113360555956e-10,1464
o61422,5.746839523522645e-10,3834
e61423,0.0,0
o61423,5.740843864134515e-10,3830
e61424,2.1944113360555956e-10,1464
o61424,5.608939357595655e-10,3742
e61425,0.0,0
o61425,5.608939357595655e-10,3742
e61426,0.0,0
o61426,3.1791983905559547e-10,2121
e61427,0.0,0
o61427,3.1791983905559547e-10,2121
e61428,2.1944113360555956e-10,1464
o61428,3.1791983905559547e-10,2121
e62102,0.0,0
o62102,7.494574235162553e-11,500
e62103,0.0,0
o62103,7.494574235162553e-11,500
e61429,0.0,0
o61429,3.2481484735194503e-10,2167
e61430,0.0,0
o61430,3.2481484735194503e-10,2167
e61431,0.0,0
o61431,3.2451506438253854e-10,2165
e60908,0.0,0
o60908,7.494574235162553e-11,500
e60909,2.1944113360555956e-10,1464
o60909,7.494574235162553e-11,500
e60910,0.0,0
o60910,7.494574235162553e-11,500
e60911,0.0,0
o60911,7.494574235162553e-11,500
e60912,2.1944113360555956e-10,1464
o60912,7.494574235162553e-11,500
e60913,2.1944113360555956e-10,1464
o60913,7.494574235162553e-11,500
e60914,0.0,0
o60914,7.494574235162553e-11,500
e60915,0.0,0
o60915,7.494574235162553e-11,500
e60916,0.0,0
o60916,7.494574235162553e-11,500
e60917,0.0,0
o60917,7.494574235162553e-11,500
e61432,0.0,0
o61432,3.2481484735194503e-10,2167
e61433,0.0,0
o61433,3.1791983905559547e-10,2121
e61434,2.1944113360555956e-10,1464
o61434,3.1791983905559547e-10,2121
e61435,0.0,0
o61435,3.17620056086189e-10,2119
e61436,2.1944113360555956e-10,1464
o61436,7.494574235162553e-11,500
e61437,2.1944113360555956e-10,1464
o61437,7.494574235162553e-11,500
e61438,0.0,0
o61438,7.494574235162553e-11,500
e62104,0.0,0
o62104,7.494574235162553e-11,500
e62105,2.1944113360555956e-10,1464
o62105,7.494574235162553e-11,500
e61439,0.0,0
o61439,7.494574235162553e-11,500
e61440,0.0,0
o61440,7.494574235162553e-11,500
e61441,0.0,0
o61441,7.494574235162553e-11,500
e60918,2.1944113360555956e-10,1464
o60918,7.494574235162553e-11,500
e60919,0.0,0
o60919,7.494574235162553e-11,500
e60920,2.1944113360555956e-10,1464
o60920,7.494574235162553e-11,500
e60921,2.1944113360555956e-10,1464
o60921,7.494574235162553e-11,500
e60922,0.0,0
o60922,7.494574235162553e-11,500
e60923,0.0,0
o60923,7.494574235162553e-11,500
e60924,0.0,0
o60924,7.494574235162553e-11,500
e60925,2.1944113360555956e-10,1464
o60925,7.494574235162553e-11,500
e60926,0.0,0
o60926,7.494574235162553e-11,500
e60927,0.0,0
o60927,7.494574235162553e-11,500
e61442,0.0,0
o61442,7.494574235162553e-11,500
e61443,0.0,0
o61443,7.494574235162553e-11,500
e61444,2.1944113360555956e-10,1464
o61444,7.494574235162553e-11,500
e61445,0.0,0
o61445,7.494574235162553e-11,500
e61446,2.1944113360555956e-10,1464
o61446,7.494574235162553e-11,500
e61447,0.0,0
o61447,7.494574235162553e-11,500
e61448,0.0,0
o61448,7.494574235162553e-11,500
e62106,2.1944113360555956e-10,1464
o62106,7.494574235162553e-11,500
e62107,0.0,0
o62107,7.494574235162553e-11,500
e61449,0.0,0
o61449,7.494574235162553e-11,500
e61450,0.0,0
o61450,7.494574235162553e-11,500
e61451,2.1944113360555956e-10,1464
o61451,7.494574235162553e-11,500
e60928,2.1944113360555956e-10,1464
o60928,7.494574235162553e-11,500
e60929,2.1944113360555956e-10,1464
o60929,7.494574235162553e-11,500
e60930,0.0,0
o60930,7.494574235162553e-11,500
e60931,0.0,0
o60931,7.494574235162553e-11,500
e60932,2.1944113360555956e-10,1464
o60932,7.494574235162553e-11,500
e60933,0.0,0
o60933,7.494574235162553e-11,500
e60934,0.0,0
o60934,7.494574235162553e-11,500
e60935,2.1944113360555956e-10,1464
o60935,7.494574235162553e-11,500
e60936,2.1944113360555956e-10,1464
o60936,7.494574235162553e-11,500
e60937,0.0,0
o60937,7.494574235162553e-11,500
e61452,0.0,0
o61452,7.494574235162553e-11,500
e61453,2.1944113360555956e-10,1464
o61453,7.494574235162553e-11,500
e61454,2.1944113360555956e-10,1464
o61454,7.494574235162553e-11,500
e61455,0.0,0
o61455,7.494574235162553e-11,500
e61456,0.0,0
o61456,7.494574235162553e-11,500
e61457,2.1944113360555956e-10,1464
o61457,7.494574235162553e-11,500
e61458,2.1944113360555956e-10,1464
o61458,7.494574235162553e-11,500
e62108,0.0,0
o62108,7.494574235162553e-11,500
e62109,2.1944113360555956e-10,1464
o62109,7.494574235162553e-11,500
e61459,0.0,0
o61459,7.494574235162553e-11,500
e61460,0.0,0
o61460,7.494574235162553e-11,500
e61461,0.0,0
o61461,7.494574235162553e-11,500
e60938,0.0,0
o60938,7.494574235162553e-11,500
e60939,0.0,0
o60939,7.494574235162553e-11,500
e60940,0.0,0
o60940,7.494574235162553e-11,500
e60941,0.0,0
o60941,7.494574235162553e-11,500
e60942,0.0,0
o60942,7.494574235162553e-11,500
e60943,2.1944113360555956e-10,1464
o60943,7.494574235162553e-11,500
e60944,0.0,0
o60944,7.494574235162553e-11,500
e60945,0.0,0
o60945,7.494574235162553e-11,500
e60946,0.0,0
o60946,7.494574235162553e-11,500
e60947,2.1944113360555956e-10,1464
o60947,7.494574235162553e-11,500
e61462,2.1944113360555956e-10,1464
o61462,7.494574235162553e-11,500
e61463,0.0,0
o61463,7.494574235162553e-11,500
e61464,0.0,0
o61464,7.494574235162553e-11,500
e61465,0.0,0
o61465,7.494574235162553e-11,500
e61466,0.0,0
o61466,7.494574235162553e-11,500
e61467,2.1944113360555956e-10,1464
o61467,7.494574235162553e-11,500
e61468,0.0,0
o61468,7.494574235162553e-11,500
e62110,0.0,0
o62110,7.494574235162553e-11,500
e62111,2.1944113360555956e-10,1464
o62111,7.494574235162553e-11,500
e61469,0.0,0
o61469,7.494574235162553e-11,500
e61470,0.0,0
o61470,7.494574235162553e-11,500
e61471,2.1944113360555956e-10,1464
o61471,7.494574235162553e-11,500
e60948,0.0,0
o60948,7.494574235162553e-11,500
e60949,2.1944113360555956e-10,1464
o60949,7.494574235162553e-11,500
e60950,0.0,0
o60950,7.494574235162553e-11,500
e60951,2.1944113360555956e-10,1464
o60951,7.494574235162553e-11,500
e60952,0.0,0
o60952,7.494574235162553e-11,500
e60953,0.0,0
o60953,7.494574235162553e-11,500
e60954,2.1944113360555956e-10,1464
o60954,7.494574235162553e-11,500
e60955,0.0,0
o60955,7.494574235162553e-11,500
e60956,2.1944113360555956e-10,1464
o60956,7.494574235162553e-11,500
e60957,2.1944113360555956e-10,1464
o60957,7.494574235162553e-11,500
e61472,0.0,0
o61472,7.494574235162553e-11,500
e61473,2.1944113360555956e-10,1464
o61473,7.494574235162553e-11,500
e61474,0.0,0
o61474,7.494574235162553e-11,500
e61475,0.0,0
o61475,7.494574235162553e-11,500
e61476,2.1944113360555956e-10,1464
e62156,2.1944113360555956e-10,1464
e62232,0.0,0
e62351,0.0,0
e62467,0.0,0
e62518,2.1944113360555956e-10,1464
e62523,0.0,0
o61476,7.494574235162553e-11,500
o62156,7.494574235162553e-11,500
o62232,7.494574235162553e-11,500
o62351,7.494574235162553e-11,500
o62467,7.494574235162553e-11,500
o62518,8.317478486183401e-10,5549
o62523,7.494574235162553e-11,500
e61477,0.0,0
o61477,7.494574235162553e-11,500
e61478,0.0,0
o61478,7.494574235162553e-11,500
e62112,0.0,0
o62112,7.494574235162553e-11,500
e62113,2.1944113360555956e-10,1464
o62113,7.494574235162553e-11,500
e61479,2.1944113360555956e-10,1464
o61479,7.494574235162553e-11,500
e61480,0.0,0
o61480,7.494574235162553e-11,500
e61481,0.0,0
o61481,7.494574235162553e-11,500
e60958,0.0,0
o60958,7.494574235162553e-11,500
e60959,0.0,0
o60959,7.494574235162553e-11,500
e60960,0.0,0
o60960,7.494574235162553e-11,500
e60961,0.0,0
o60961,7.494574235162553e-11,500
e60962,2.1944113360555956e-10,1464
o60962,7.494574235162553e-11,500
e60963,0.0,0
o60963,7.494574235162553e-11,500
e60964,0.0,0
o60964,7.494574235162553e-11,500
e60965,2.1944113360555956e-10,1464
o60965,7.494574235162553e-11,500
e60966,0.0,0
o60966,7.494574235162553e-11,500
e60967,0.0,0
o60967,7.494574235162553e-11,500
e61482,2.1944113360555956e-10,1464
o61482,7.494574235162553e-11,500
e61483,0.0,0
o61483,7.494574235162553e-11,500
e61484,0.0,0
o61484,7.494574235162553e-11,500
e61485,0.0,0
o61485,7.494574235162553e-11,500
e61486,0.0,0
e62157,0.0,0
o61486,7.494574235162553e-11,500
o62157,7.494574235162553e-11,500
e61487,0.0,0
o61487,7.494574235162553e-11,500
e61488,2.1944113360555956e-10,1464
o61488,7.494574235162553e-11,500
e62114,0.0,0
o62114,7.494574235162553e-11,500
e62115,2.1944113360555956e-10,1464
o62115,7.494574235162553e-11,500
e61489,0.0,0
o61489,7.494574235162553e-11,500
e61490,0.0,0
o61490,7.494574235162553e-11,500
e61491,0.0,0
o61491,7.494574235162553e-11,500
e60968,2.1944113360555956e-10,1464
o60968,7.494574235162553e-11,500
e60969,0.0,0
o60969,7.494574235162553e-11,500
e60970,0.0,0
o60970,7.494574235162553e-11,500
e60971,2.1944113360555956e-10,1464
o60971,7.494574235162553e-11,500
e60972,0.0,0
o60972,7.494574235162553e-11,500
e60973,0.0,0
o60973,7.494574235162553e-11,500
e60974,2.1944113360555956e-10,1464
o60974,7.494574235162553e-11,500
e60975,0.0,0
o60975,7.494574235162553e-11,500
e60976,0.0,0
o60976,7.494574235162553e-11,500
e60977,2.1944113360555956e-10,1464
o60977,7.494574235162553e-11,500
e61492,2.1944113360555956e-10,1464
o61492,7.494574235162553e-11,500
e61493,2.1944113360555956e-10,1464
o61493,7.494574235162553e-11,500
e61494,0.0,0
o61494,7.494574235162553e-11,500
e61495,0.0,0
o61495,7.494574235162553e-11,500
e61496,0.0,0
o61496,7.494574235162553e-11,500
e61497,0.0,0
o61497,7.494574235162553e-11,500
e61498,2.1944113360555956e-10,1464
o61498,7.494574235162553e-11,500
e62116,0.0,0
o62116,7.494574235162553e-11,500
e62117,2.1944113360555956e-10,1464
o62117,7.494574235162553e-11,500
e61499,2.1944113360555956e-10,1464
o61499,7.494574235162553e-11,500
e61500,2.1944113360555956e-10,1464
o61500,7.494574235162553e-11,500
e61501,0.0,0
o61501,7.494574235162553e-11,500
e60978,0.0,0
o60978,7.494574235162553e-11,500
e60979,0.0,0
o60979,7.494574235162553e-11,500
e60980,2.1944113360555956e-10,1464
o60980,7.494574235162553e-11,500
e60981,0.0,0
o60981,7.494574235162553e-11,500
e60982,0.0,0
o60982,7.494574235162553e-11,500
e60983,2.1944113360555956e-10,1464
o60983,7.494574235162553e-11,500
e60984,0.0,0
o60984,7.494574235162553e-11,500
e60985,0.0,0
o60985,7.494574235162553e-11,500
e60986,2.1944113360555956e-10,1464
o60986,7.494574235162553e-11,500
e60987,0.0,0
o60987,7.494574235162553e-11,500
e61502,2.1944113360555956e-10,1464
o61502,7.494574235162553e-11,500
e61503,2.1944113360555956e-10,1464
o61503,7.494574235162553e-11,500
e61504,0.0,0
o61504,7.494574235162553e-11,500
e61505,0.0,0
o61505,7.494574235162553e-11,500
e61506,0.0,0
e62158,0.0,0
o61506,7.494574235162553e-11,500
o62158,7.494574235162553e-11,500
e61507,0.0,0
o61507,7.494574235162553e-11,500
e61508,2.1944113360555956e-10,1464
o61508,7.494574235162553e-11,500
e62118,0.0,0
o62118,7.494574235162553e-11,500
e62119,2.1944113360555956e-10,1464
o62119,7.494574235162553e-11,500
e61509,2.1944113360555956e-10,1464
o61509,7.494574235162553e-11,500
e61510,2.1944113360555956e-10,1464
o61510,7.494574235162553e-11,500
e61511,0.0,0
o61511,7.494574235162553e-11,500
e60988,0.0,0
o60988,7.494574235162553e-11,500
e60989,0.0,0
o60989,7.494574235162553e-11,500
e60990,2.1944113360555956e-10,1464
o60990,7.494574235162553e-11,500
e60991,0.0,0
o60991,7.494574235162553e-11,500
e60992,0.0,0
o60992,7.494574235162553e-11,500
e60993,0.0,0
o60993,7.494574235162553e-11,500
e60994,0.0,0
o60994,7.494574235162553e-11,500
e60995,2.1944113360555956e-10,1464
o60995,7.494574235162553e-11,500
e60996,2.1944113360555956e-10,1464
o60996,7.494574235162553e-11,500
e60997,0.0,0
o60997,7.494574235162553e-11,500
e61512,2.1944113360555956e-10,1464
o61512,7.494574235162553e-11,500
e61513,0.0,0
o61513,7.494574235162553e-11,500
e61514,2.1944113360555956e-10,1464
o61514,7.494574235162553e-11,500
e61515,2.1944113360555956e-10,1464
o61515,7.494574235162553e-11,500
e61516,0.0,0
o61516,7.494574235162553e-11,500
e61517,0.0,0
o61517,7.494574235162553e-11,500
e61518,2.1944113360555956e-10,1464
o61518,7.494574235162553e-11,500
e62120,0.0,0
o62120,7.494574235162553e-11,500
e62121,0.0,0
o62121,7.494574235162553e-11,500
e61519,0.0,0
o61519,7.494574235162553e-11,500
e61520,2.1944113360555956e-10,1464
o61520,7.494574235162553e-11,500
e61521,0.0,0
o61521,7.494574235162553e-11,500
e60998,0.0,0
o60998,7.494574235162553e-11,500
e60999,0.0,0
o60999,7.494574235162553e-11,500
e61000,0.0,0
o61000,7.494574235162553e-11,500
e61001,0.0,0
o61001,7.494574235162553e-11,500
e61002,0.0,0
o61002,7.494574235162553e-11,500
e61003,2.1944113360555956e-10,1464
o61003,7.494574235162553e-11,500
e61004,0.0,0
o61004,7.494574235162553e-11,500
e61005,2.1944113360555956e-10,1464
o61005,7.494574235162553e-11,500
e61006,0.0,0
o61006,7.494574235162553e-11,500
e61007,0.0,0
o61007,7.494574235162553e-11,500
e61522,0.0,0
o61522,7.494574235162553e-11,500
e61523,2.1944113360555956e-10,1464
o61523,7.494574235162553e-11,500
e61524,0.0,0
o61524,7.494574235162553e-11,500
e61525,0.0,0
o61525,7.494574235162553e-11,500
e61526,2.1944113360555956e-10,1464
o61526,7.494574235162553e-11,500
e61527,0.0,0
o61527,7.494574235162553e-11,500
e61528,0.0,0
o61528,7.494574235162553e-11,500
e62122,2.1944113360555956e-10,1464
o62122,7.494574235162553e-11,500
e62123,0.0,0
o62123,7.494574235162553e-11,500
e61529,0.0,0
o61529,7.494574235162553e-11,500
e61530,0.0,0
o61530,7.494574235162553e-11,500
e61531,0.0,0
o61531,7.494574235162553e-11,500
e61008,0.0,0
o61008,7.494574235162553e-11,500
e61009,0.0,0
o61009,7.494574235162553e-11,500
e61010,0.0,0
o61010,7.494574235162553e-11,500
e61011,2.1944113360555956e-10,1464
o61011,7.494574235162553e-11,500
e61012,2.1944113360555956e-10,1464
e62096,2.1944113360555956e-10,1464
e62228,0.0,0
e62263,0.0,0
e62354,0.0,0
o61012,7.494574235162553e-11,500
o62096,7.494574235162553e-11,500
o62228,7.494574235162553e-11,500
o62263,7.494574235162553e-11,500
o62354,7.494574235162553e-11,500
e61013,0.0,0
e62097,0.0,0
e62229,0.0,0
o61013,7.494574235162553e-11,500
o62097,7.494574235162553e-11,500
o62229,7.494574235162553e-11,500
e61014,0.0,0
o61014,7.494574235162553e-11,500
e61015,0.0,0
o61015,7.494574235162553e-11,500
e61016,0.0,0
o61016,7.494574235162553e-11,500
e61017,0.0,0
o61017,7.494574235162553e-11,500
e61532,0.0,0
o61532,7.494574235162553e-11,500
e62394,0.0,0
o62394,7.494574235162553e-11,500
e62256,2.1944113360555956e-10,1464
o62256,7.494574235162553e-11,500
e61533,0.0,0
o61533,7.494574235162553e-11,500
e61534,0.0,0
e62159,2.1944113360555956e-10,1464
e62233,0.0,0
o61534,7.494574235162553e-11,500
o62159,7.494574235162553e-11,500
o62233,7.494574235162553e-11,500
e61535,0.0,0
o61535,7.494574235162553e-11,500
e61536,0.0,0
o61536,7.494574235162553e-11,500
e62124,2.1944113360555956e-10,1464
o62124,7.494574235162553e-11,500
e62519,0.0,0
o62519,5.794804798627686e-10,3866
e61537,2.1944113360555956e-10,1464
o61537,7.494574235162553e-11,500
e61538,0.0,0
o61538,7.494574235162553e-11,500
e62395,2.1944113360555956e-10,1464
o62395,7.494574235162553e-11,500
e61018,2.1944113360555956e-10,1464
o61018,7.494574235162553e-11,500
e61019,2.1944113360555956e-10,1464
o61019,7.494574235162553e-11,500
e61020,2.1944113360555956e-10,1464
o61020,7.494574235162553e-11,500
e61021,0.0,0
o61021,7.494574235162553e-11,500
e61022,2.1944113360555956e-10,1464
o61022,7.494574235162553e-11,500
e61023,0.0,0
o61023,7.494574235162553e-11,500
e61024,0.0,0
o61024,7.494574235162553e-11,500
e61025,0.0,0
o61025,7.494574235162553e-11,500
e61026,0.0,0
o61026,7.494574235162553e-11,500
e61027,0.0,0
o61027,7.494574235162553e-11,500
e61539,2.1944113360555956e-10,1464
o61539,7.494574235162553e-11,500
e61540,0.0,0
o61540,7.494574235162553e-11,500
e61541,0.0,0
o61541,7.494574235162553e-11,500
e61542,2.1944113360555956e-10,1464
o61542,7.494574235162553e-11,500
e61543,0.0,0
o61543,7.494574235162553e-11,500
e61544,0.0,0
o61544,7.494574235162553e-11,500
e61545,2.1944113360555956e-10,1464
o61545,7.494574235162553e-11,500
e62125,0.0,0
o62125,7.494574235162553e-11,500
e62126,0.0,0
o62126,7.494574235162553e-11,500
e61546,0.0,0
o61546,7.494574235162553e-11,500
e61547,0.0,0
o61547,7.494574235162553e-11,500
e61548,0.0,0
o61548,7.494574235162553e-11,500
e61028,0.0,0
o61028,7.494574235162553e-11,500
e61029,0.0,0
o61029,7.494574235162553e-11,500
e61030,2.1944113360555956e-10,1464
o61030,7.494574235162553e-11,500
e61031,0.0,0
o61031,7.494574235162553e-11,500
e61032,2.1944113360555956e-10,1464
o61032,7.494574235162553e-11,500
e61033,0.0,0
o61033,7.494574235162553e-11,500
e61034,0.0,0
o61034,7.494574235162553e-11,500
e61035,0.0,0
o61035,7.494574235162553e-11,500
e61036,2.1944113360555956e-10,1464
o61036,7.494574235162553e-11,500
e61037,0.0,0
o61037,7.494574235162553e-11,500
e61549,0.0,0
o61549,7.494574235162553e-11,500
e61550,2.1944113360555956e-10,1464
o61550,7.494574235162553e-11,500
e61551,0.0,0
o61551,7.494574235162553e-11,500
e61552,2.1944113360555956e-10,1464
o61552,7.494574235162553e-11,500
e61553,0.0,0
e62160,0.0,0
o61553,7.494574235162553e-11,500
o62160,7.494574235162553e-11,500
e61554,0.0,0
o61554,7.494574235162553e-11,500
e61555,2.1944113360555956e-10,1464
o61555,7.494574235162553e-11,500
e62127,2.1944113360555956e-10,1464
o62127,7.494574235162553e-11,500
e62128,0.0,0
o62128,7.494574235162553e-11,500
e61556,0.0,0
o61556,7.494574235162553e-11,500
e61557,2.1944113360555956e-10,1464
o61557,7.494574235162553e-11,500
e61558,0.0,0
o61558,7.494574235162553e-11,500
e61038,2.1944113360555956e-10,1464
o61038,7.494574235162553e-11,500
e61039,2.1944113360555956e-10,1464
o61039,7.494574235162553e-11,500
e61040,0.0,0
o61040,7.494574235162553e-11,500
e61041,0.0,0
o61041,7.494574235162553e-11,500
e61042,2.1944113360555956e-10,1464
o61042,7.494574235162553e-11,500
e61043,0.0,0
o61043,7.494574235162553e-11,500
e61044,0.0,0
o61044,7.494574235162553e-11,500
e61045,0.0,0
o61045,7.494574235162553e-11,500
e61046,2.1944113360555956e-10,1464
o61046,7.494574235162553e-11,500
e61047,2.1944113360555956e-10,1464
o61047,7.494574235162553e-11,500
e61559,0.0,0
o61559,7.494574235162553e-11,500
e61560,2.1944113360555956e-10,1464
o61560,7.494574235162553e-11,500
e61561,0.0,0
o61561,7.494574235162553e-11,500
e61562,2.1944113360555956e-10,1464
o61562,7.494574235162553e-11,500
e61563,0.0,0
o61563,7.494574235162553e-11,500
e61564,2.1944113360555956e-10,1464
o61564,7.494574235162553e-11,500
e61565,2.1944113360555956e-10,1464
o61565,7.494574235162553e-11,500
e62129,0.0,0
o62129,7.494574235162553e-11,500
e62130,2.1944113360555956e-10,1464
o62130,7.494574235162553e-11,500
e61566,2.1944113360555956e-10,1464
o61566,7.494574235162553e-11,500
e61567,2.1944113360555956e-10,1464
o61567,7.494574235162553e-11,500
e61568,2.1944113360555956e-10,1464
o61568,7.494574235162553e-11,500
e61048,0.0,0
o61048,7.494574235162553e-11,500
e61049,0.0,0
o61049,7.494574235162553e-11,500
e61050,0.0,0
o61050,7.494574235162553e-11,500
e61051,0.0,0
o61051,7.494574235162553e-11,500
e61052,0.0,0
o61052,7.494574235162553e-11,500
e61053,2.1944113360555956e-10,1464
o61053,7.494574235162553e-11,500
e61054,0.0,0
o61054,7.494574235162553e-11,500
e61055,2.1944113360555956e-10,1464
o61055,7.494574235162553e-11,500
e61056,0.0,0
o61056,7.494574235162553e-11,500
e61057,0.0,0
o61057,7.494574235162553e-11,500
e61569,0.0,0
o61569,7.494574235162553e-11,500
e61570,0.0,0
o61570,7.494574235162553e-11,500
e61571,2.1944113360555956e-10,1464
o61571,7.494574235162553e-11,500
e61572,2.1944113360555956e-10,1464
